qualified_third_groups,match_id,third_group
A-C-D-F-G-H-I-J,M74,C
A-C-D-F-G-H-I-J,M77,F
A-C-D-F-G-H-I-J,M79,H
A-C-D-F-G-H-I-J,M80,I
A-C-D-F-G-H-I-J,M81,J
A-C-D-F-G-H-I-J,M82,A
A-C-D-F-G-H-I-J,M85,G
A-C-D-F-G-H-I-J,M87,D
A-C-D-E-I-J-K-L,M74,C
A-C-D-E-I-J-K-L,M77,D
A-C-D-E-I-J-K-L,M79,E
A-C-D-E-I-J-K-L,M80,K
A-C-D-E-I-J-K-L,M81,I
A-C-D-E-I-J-K-L,M82,A
A-C-D-E-I-J-K-L,M85,J
A-C-D-E-I-J-K-L,M87,L
A-C-D-E-H-J-K-L,M74,C
A-C-D-E-H-J-K-L,M77,D
A-C-D-E-H-J-K-L,M79,H
A-C-D-E-H-J-K-L,M80,K
A-C-D-E-H-J-K-L,M81,E
A-C-D-E-H-J-K-L,M82,A
A-C-D-E-H-J-K-L,M85,J
A-C-D-E-H-J-K-L,M87,L
A-C-D-E-H-I-K-L,M74,C
A-C-D-E-H-I-K-L,M77,D
A-C-D-E-H-I-K-L,M79,H
A-C-D-E-H-I-K-L,M80,K
A-C-D-E-H-I-K-L,M81,I
A-C-D-E-H-I-K-L,M82,A
A-C-D-E-H-I-K-L,M85,E
A-C-D-E-H-I-K-L,M87,L
A-C-D-E-H-I-J-L,M74,C
A-C-D-E-H-I-J-L,M77,D
A-C-D-E-H-I-J-L,M79,H
A-C-D-E-H-I-J-L,M80,I
A-C-D-E-H-I-J-L,M81,E
A-C-D-E-H-I-J-L,M82,A
A-C-D-E-H-I-J-L,M85,J
A-C-D-E-H-I-J-L,M87,L
A-C-D-E-H-I-J-K,M74,C
A-C-D-E-H-I-J-K,M77,D
A-C-D-E-H-I-J-K,M79,H
A-C-D-E-H-I-J-K,M80,K
A-C-D-E-H-I-J-K,M81,E
A-C-D-E-H-I-J-K,M82,A
A-C-D-E-H-I-J-K,M85,J
A-C-D-E-H-I-J-K,M87,I
A-C-D-E-G-J-K-L,M74,C
A-C-D-E-G-J-K-L,M77,D
A-C-D-E-G-J-K-L,M79,E
A-C-D-E-G-J-K-L,M80,K
A-C-D-E-G-J-K-L,M81,J
A-C-D-E-G-J-K-L,M82,A
A-C-D-E-G-J-K-L,M85,G
A-C-D-E-G-J-K-L,M87,L
A-C-D-E-G-I-K-L,M74,C
A-C-D-E-G-I-K-L,M77,D
A-C-D-E-G-I-K-L,M79,E
A-C-D-E-G-I-K-L,M80,K
A-C-D-E-G-I-K-L,M81,I
A-C-D-E-G-I-K-L,M82,A
A-C-D-E-G-I-K-L,M85,G
A-C-D-E-G-I-K-L,M87,L
A-C-D-E-G-I-J-L,M74,C
A-C-D-E-G-I-J-L,M77,D
A-C-D-E-G-I-J-L,M79,E
A-C-D-E-G-I-J-L,M80,I
A-C-D-E-G-I-J-L,M81,J
A-C-D-E-G-I-J-L,M82,A
A-C-D-E-G-I-J-L,M85,G
A-C-D-E-G-I-J-L,M87,L
A-C-D-E-G-I-J-K,M74,C
A-C-D-E-G-I-J-K,M77,D
A-C-D-E-G-I-J-K,M79,E
A-C-D-E-G-I-J-K,M80,K
A-C-D-E-G-I-J-K,M81,J
A-C-D-E-G-I-J-K,M82,A
A-C-D-E-G-I-J-K,M85,G
A-C-D-E-G-I-J-K,M87,I
A-C-D-E-G-H-K-L,M74,C
A-C-D-E-G-H-K-L,M77,D
A-C-D-E-G-H-K-L,M79,H
A-C-D-E-G-H-K-L,M80,K
A-C-D-E-G-H-K-L,M81,E
A-C-D-E-G-H-K-L,M82,A
A-C-D-E-G-H-K-L,M85,G
A-C-D-E-G-H-K-L,M87,L
A-C-D-E-G-H-J-L,M74,C
A-C-D-E-G-H-J-L,M77,D
A-C-D-E-G-H-J-L,M79,H
A-C-D-E-G-H-J-L,M80,E
A-C-D-E-G-H-J-L,M81,J
A-C-D-E-G-H-J-L,M82,A
A-C-D-E-G-H-J-L,M85,G
A-C-D-E-G-H-J-L,M87,L
A-C-D-E-G-H-J-K,M74,C
A-C-D-E-G-H-J-K,M77,D
A-C-D-E-G-H-J-K,M79,H
A-C-D-E-G-H-J-K,M80,K
A-C-D-E-G-H-J-K,M81,J
A-C-D-E-G-H-J-K,M82,A
A-C-D-E-G-H-J-K,M85,G
A-C-D-E-G-H-J-K,M87,E
A-C-D-E-G-H-I-L,M74,C
A-C-D-E-G-H-I-L,M77,D
A-C-D-E-G-H-I-L,M79,H
A-C-D-E-G-H-I-L,M80,I
A-C-D-E-G-H-I-L,M81,E
A-C-D-E-G-H-I-L,M82,A
A-C-D-E-G-H-I-L,M85,G
A-C-D-E-G-H-I-L,M87,L
A-C-D-E-G-H-I-K,M74,C
A-C-D-E-G-H-I-K,M77,D
A-C-D-E-G-H-I-K,M79,H
A-C-D-E-G-H-I-K,M80,K
A-C-D-E-G-H-I-K,M81,E
A-C-D-E-G-H-I-K,M82,A
A-C-D-E-G-H-I-K,M85,G
A-C-D-E-G-H-I-K,M87,I
A-C-D-E-G-H-I-J,M74,C
A-C-D-E-G-H-I-J,M77,D
A-C-D-E-G-H-I-J,M79,H
A-C-D-E-G-H-I-J,M80,I
A-C-D-E-G-H-I-J,M81,J
A-C-D-E-G-H-I-J,M82,A
A-C-D-E-G-H-I-J,M85,G
A-C-D-E-G-H-I-J,M87,E
A-C-D-E-F-J-K-L,M74,D
A-C-D-E-F-J-K-L,M77,F
A-C-D-E-F-J-K-L,M79,C
A-C-D-E-F-J-K-L,M80,K
A-C-D-E-F-J-K-L,M81,E
A-C-D-E-F-J-K-L,M82,A
A-C-D-E-F-J-K-L,M85,J
A-C-D-E-F-J-K-L,M87,L
A-C-D-E-F-I-K-L,M74,D
A-C-D-E-F-I-K-L,M77,F
A-C-D-E-F-I-K-L,M79,C
A-C-D-E-F-I-K-L,M80,K
A-C-D-E-F-I-K-L,M81,I
A-C-D-E-F-I-K-L,M82,A
A-C-D-E-F-I-K-L,M85,E
A-C-D-E-F-I-K-L,M87,L
A-C-D-E-F-I-J-L,M74,D
A-C-D-E-F-I-J-L,M77,F
A-C-D-E-F-I-J-L,M79,C
A-C-D-E-F-I-J-L,M80,I
A-C-D-E-F-I-J-L,M81,E
A-C-D-E-F-I-J-L,M82,A
A-C-D-E-F-I-J-L,M85,J
A-C-D-E-F-I-J-L,M87,L
A-C-D-E-F-I-J-K,M74,D
A-C-D-E-F-I-J-K,M77,F
A-C-D-E-F-I-J-K,M79,C
A-C-D-E-F-I-J-K,M80,K
A-C-D-E-F-I-J-K,M81,E
A-C-D-E-F-I-J-K,M82,A
A-C-D-E-F-I-J-K,M85,J
A-C-D-E-F-I-J-K,M87,I
A-C-D-E-F-H-K-L,M74,C
A-C-D-E-F-H-K-L,M77,D
A-C-D-E-F-H-K-L,M79,H
A-C-D-E-F-H-K-L,M80,K
A-C-D-E-F-H-K-L,M81,F
A-C-D-E-F-H-K-L,M82,A
A-C-D-E-F-H-K-L,M85,E
A-C-D-E-F-H-K-L,M87,L
A-C-D-E-F-H-J-L,M74,C
A-C-D-E-F-H-J-L,M77,D
A-C-D-E-F-H-J-L,M79,H
A-C-D-E-F-H-J-L,M80,E
A-C-D-E-F-H-J-L,M81,F
A-C-D-E-F-H-J-L,M82,A
A-C-D-E-F-H-J-L,M85,J
A-C-D-E-F-H-J-L,M87,L
A-C-D-E-F-H-J-K,M74,C
A-C-D-E-F-H-J-K,M77,F
A-C-D-E-F-H-J-K,M79,H
A-C-D-E-F-H-J-K,M80,K
A-C-D-E-F-H-J-K,M81,E
A-C-D-E-F-H-J-K,M82,A
A-C-D-E-F-H-J-K,M85,J
A-C-D-E-F-H-J-K,M87,D
A-C-D-E-F-H-I-L,M74,C
A-C-D-E-F-H-I-L,M77,D
A-C-D-E-F-H-I-L,M79,H
A-C-D-E-F-H-I-L,M80,I
A-C-D-E-F-H-I-L,M81,F
A-C-D-E-F-H-I-L,M82,A
A-C-D-E-F-H-I-L,M85,E
A-C-D-E-F-H-I-L,M87,L
A-C-D-E-F-H-I-K,M74,C
A-C-D-E-F-H-I-K,M77,D
A-C-D-E-F-H-I-K,M79,H
A-C-D-E-F-H-I-K,M80,K
A-C-D-E-F-H-I-K,M81,F
A-C-D-E-F-H-I-K,M82,A
A-C-D-E-F-H-I-K,M85,E
A-C-D-E-F-H-I-K,M87,I
A-C-D-E-F-H-I-J,M74,C
A-C-D-E-F-H-I-J,M77,F
A-C-D-E-F-H-I-J,M79,H
A-C-D-E-F-H-I-J,M80,I
A-C-D-E-F-H-I-J,M81,E
A-C-D-E-F-H-I-J,M82,A
A-C-D-E-F-H-I-J,M85,J
A-C-D-E-F-H-I-J,M87,D
A-C-D-E-F-G-K-L,M74,D
A-C-D-E-F-G-K-L,M77,F
A-C-D-E-F-G-K-L,M79,C
A-C-D-E-F-G-K-L,M80,K
A-C-D-E-F-G-K-L,M81,E
A-C-D-E-F-G-K-L,M82,A
A-C-D-E-F-G-K-L,M85,G
A-C-D-E-F-G-K-L,M87,L
A-C-D-E-F-G-J-L,M74,D
A-C-D-E-F-G-J-L,M77,F
A-C-D-E-F-G-J-L,M79,C
A-C-D-E-F-G-J-L,M80,E
A-C-D-E-F-G-J-L,M81,J
A-C-D-E-F-G-J-L,M82,A
A-C-D-E-F-G-J-L,M85,G
A-C-D-E-F-G-J-L,M87,L
A-C-D-E-F-G-J-K,M74,D
A-C-D-E-F-G-J-K,M77,F
A-C-D-E-F-G-J-K,M79,C
A-C-D-E-F-G-J-K,M80,K
A-C-D-E-F-G-J-K,M81,J
A-C-D-E-F-G-J-K,M82,A
A-C-D-E-F-G-J-K,M85,G
A-C-D-E-F-G-J-K,M87,E
A-C-D-E-F-G-I-L,M74,D
A-C-D-E-F-G-I-L,M77,F
A-C-D-E-F-G-I-L,M79,C
A-C-D-E-F-G-I-L,M80,I
A-C-D-E-F-G-I-L,M81,E
A-C-D-E-F-G-I-L,M82,A
A-C-D-E-F-G-I-L,M85,G
A-C-D-E-F-G-I-L,M87,L
A-C-D-E-F-G-I-K,M74,D
A-C-D-E-F-G-I-K,M77,F
A-C-D-E-F-G-I-K,M79,C
A-C-D-E-F-G-I-K,M80,K
A-C-D-E-F-G-I-K,M81,E
A-C-D-E-F-G-I-K,M82,A
A-C-D-E-F-G-I-K,M85,G
A-C-D-E-F-G-I-K,M87,I
A-C-D-E-F-G-I-J,M74,D
A-C-D-E-F-G-I-J,M77,F
A-C-D-E-F-G-I-J,M79,C
A-C-D-E-F-G-I-J,M80,I
A-C-D-E-F-G-I-J,M81,J
A-C-D-E-F-G-I-J,M82,A
A-C-D-E-F-G-I-J,M85,G
A-C-D-E-F-G-I-J,M87,E
A-C-D-E-F-G-H-L,M74,C
A-C-D-E-F-G-H-L,M77,D
A-C-D-E-F-G-H-L,M79,H
A-C-D-E-F-G-H-L,M80,E
A-C-D-E-F-G-H-L,M81,F
A-C-D-E-F-G-H-L,M82,A
A-C-D-E-F-G-H-L,M85,G
A-C-D-E-F-G-H-L,M87,L
A-C-D-E-F-G-H-K,M74,C
A-C-D-E-F-G-H-K,M77,F
A-C-D-E-F-G-H-K,M79,H
A-C-D-E-F-G-H-K,M80,K
A-C-D-E-F-G-H-K,M81,E
A-C-D-E-F-G-H-K,M82,A
A-C-D-E-F-G-H-K,M85,G
A-C-D-E-F-G-H-K,M87,D
A-C-D-E-F-G-H-J,M74,C
A-C-D-E-F-G-H-J,M77,F
A-C-D-E-F-G-H-J,M79,H
A-C-D-E-F-G-H-J,M80,E
A-C-D-E-F-G-H-J,M81,J
A-C-D-E-F-G-H-J,M82,A
A-C-D-E-F-G-H-J,M85,G
A-C-D-E-F-G-H-J,M87,D
A-C-D-E-F-G-H-I,M74,C
A-C-D-E-F-G-H-I,M77,F
A-C-D-E-F-G-H-I,M79,H
A-C-D-E-F-G-H-I,M80,I
A-C-D-E-F-G-H-I,M81,E
A-C-D-E-F-G-H-I,M82,A
A-C-D-E-F-G-H-I,M85,G
A-C-D-E-F-G-H-I,M87,D
A-B-G-H-I-J-K-L,M74,A
A-B-G-H-I-J-K-L,M77,G
A-B-G-H-I-J-K-L,M79,H
A-B-G-H-I-J-K-L,M80,K
A-B-G-H-I-J-K-L,M81,B
A-B-G-H-I-J-K-L,M82,I
A-B-G-H-I-J-K-L,M85,J
A-B-G-H-I-J-K-L,M87,L
A-B-F-H-I-J-K-L,M74,A
A-B-F-H-I-J-K-L,M77,F
A-B-F-H-I-J-K-L,M79,H
A-B-F-H-I-J-K-L,M80,K
A-B-F-H-I-J-K-L,M81,B
A-B-F-H-I-J-K-L,M82,I
A-B-F-H-I-J-K-L,M85,J
A-B-F-H-I-J-K-L,M87,L
A-B-F-G-I-J-K-L,M74,F
A-B-F-G-I-J-K-L,M77,G
A-B-F-G-I-J-K-L,M79,I
A-B-F-G-I-J-K-L,M80,K
A-B-F-G-I-J-K-L,M81,B
A-B-F-G-I-J-K-L,M82,A
A-B-F-G-I-J-K-L,M85,J
A-B-F-G-I-J-K-L,M87,L
A-B-F-G-H-J-K-L,M74,F
A-B-F-G-H-J-K-L,M77,G
A-B-F-G-H-J-K-L,M79,H
A-B-F-G-H-J-K-L,M80,K
A-B-F-G-H-J-K-L,M81,B
A-B-F-G-H-J-K-L,M82,A
A-B-F-G-H-J-K-L,M85,J
A-B-F-G-H-J-K-L,M87,L
A-B-F-G-H-I-K-L,M74,A
A-B-F-G-H-I-K-L,M77,F
A-B-F-G-H-I-K-L,M79,H
A-B-F-G-H-I-K-L,M80,K
A-B-F-G-H-I-K-L,M81,B
A-B-F-G-H-I-K-L,M82,I
A-B-F-G-H-I-K-L,M85,G
A-B-F-G-H-I-K-L,M87,L
A-B-F-G-H-I-J-L,M74,F
A-B-F-G-H-I-J-L,M77,G
A-B-F-G-H-I-J-L,M79,H
A-B-F-G-H-I-J-L,M80,I
A-B-F-G-H-I-J-L,M81,B
A-B-F-G-H-I-J-L,M82,A
A-B-F-G-H-I-J-L,M85,J
A-B-F-G-H-I-J-L,M87,L
A-B-F-G-H-I-J-K,M74,F
A-B-F-G-H-I-J-K,M77,G
A-B-F-G-H-I-J-K,M79,H
A-B-F-G-H-I-J-K,M80,K
A-B-F-G-H-I-J-K,M81,B
A-B-F-G-H-I-J-K,M82,A
A-B-F-G-H-I-J-K,M85,J
A-B-F-G-H-I-J-K,M87,I
A-B-E-H-I-J-K-L,M74,A
A-B-E-H-I-J-K-L,M77,H
A-B-E-H-I-J-K-L,M79,E
A-B-E-H-I-J-K-L,M80,K
A-B-E-H-I-J-K-L,M81,B
A-B-E-H-I-J-K-L,M82,I
A-B-E-H-I-J-K-L,M85,J
A-B-E-H-I-J-K-L,M87,L
A-B-E-G-I-J-K-L,M74,A
A-B-E-G-I-J-K-L,M77,G
A-B-E-G-I-J-K-L,M79,E
A-B-E-G-I-J-K-L,M80,K
A-B-E-G-I-J-K-L,M81,B
A-B-E-G-I-J-K-L,M82,I
A-B-E-G-I-J-K-L,M85,J
A-B-E-G-I-J-K-L,M87,L
A-B-E-G-H-J-K-L,M74,A
A-B-E-G-H-J-K-L,M77,G
A-B-E-G-H-J-K-L,M79,E
A-B-E-G-H-J-K-L,M80,K
A-B-E-G-H-J-K-L,M81,B
A-B-E-G-H-J-K-L,M82,H
A-B-E-G-H-J-K-L,M85,J
A-B-E-G-H-J-K-L,M87,L
A-B-E-G-H-I-K-L,M74,A
A-B-E-G-H-I-K-L,M77,H
A-B-E-G-H-I-K-L,M79,E
A-B-E-G-H-I-K-L,M80,K
A-B-E-G-H-I-K-L,M81,B
A-B-E-G-H-I-K-L,M82,I
A-B-E-G-H-I-K-L,M85,G
A-B-E-G-H-I-K-L,M87,L
A-B-E-G-H-I-J-L,M74,A
A-B-E-G-H-I-J-L,M77,G
A-B-E-G-H-I-J-L,M79,E
A-B-E-G-H-I-J-L,M80,I
A-B-E-G-H-I-J-L,M81,B
A-B-E-G-H-I-J-L,M82,H
A-B-E-G-H-I-J-L,M85,J
A-B-E-G-H-I-J-L,M87,L
A-B-E-G-H-I-J-K,M74,A
A-B-E-G-H-I-J-K,M77,G
A-B-E-G-H-I-J-K,M79,E
A-B-E-G-H-I-J-K,M80,K
A-B-E-G-H-I-J-K,M81,B
A-B-E-G-H-I-J-K,M82,H
A-B-E-G-H-I-J-K,M85,J
A-B-E-G-H-I-J-K,M87,I
A-B-E-F-I-J-K-L,M74,A
A-B-E-F-I-J-K-L,M77,F
A-B-E-F-I-J-K-L,M79,E
A-B-E-F-I-J-K-L,M80,K
A-B-E-F-I-J-K-L,M81,B
A-B-E-F-I-J-K-L,M82,I
A-B-E-F-I-J-K-L,M85,J
A-B-E-F-I-J-K-L,M87,L
A-B-E-F-H-J-K-L,M74,F
A-B-E-F-H-J-K-L,M77,H
A-B-E-F-H-J-K-L,M79,E
A-B-E-F-H-J-K-L,M80,K
A-B-E-F-H-J-K-L,M81,B
A-B-E-F-H-J-K-L,M82,A
A-B-E-F-H-J-K-L,M85,J
A-B-E-F-H-J-K-L,M87,L
A-B-E-F-H-I-K-L,M74,F
A-B-E-F-H-I-K-L,M77,H
A-B-E-F-H-I-K-L,M79,E
A-B-E-F-H-I-K-L,M80,K
A-B-E-F-H-I-K-L,M81,B
A-B-E-F-H-I-K-L,M82,A
A-B-E-F-H-I-K-L,M85,I
A-B-E-F-H-I-K-L,M87,L
A-B-E-F-H-I-J-L,M74,F
A-B-E-F-H-I-J-L,M77,H
A-B-E-F-H-I-J-L,M79,E
A-B-E-F-H-I-J-L,M80,I
A-B-E-F-H-I-J-L,M81,B
A-B-E-F-H-I-J-L,M82,A
A-B-E-F-H-I-J-L,M85,J
A-B-E-F-H-I-J-L,M87,L
A-B-E-F-H-I-J-K,M74,F
A-B-E-F-H-I-J-K,M77,H
A-B-E-F-H-I-J-K,M79,E
A-B-E-F-H-I-J-K,M80,K
A-B-E-F-H-I-J-K,M81,B
A-B-E-F-H-I-J-K,M82,A
A-B-E-F-H-I-J-K,M85,J
A-B-E-F-H-I-J-K,M87,I
A-B-E-F-G-J-K-L,M74,F
A-B-E-F-G-J-K-L,M77,G
A-B-E-F-G-J-K-L,M79,E
A-B-E-F-G-J-K-L,M80,K
A-B-E-F-G-J-K-L,M81,B
A-B-E-F-G-J-K-L,M82,A
A-B-E-F-G-J-K-L,M85,J
A-B-E-F-G-J-K-L,M87,L
A-B-E-F-G-I-K-L,M74,A
A-B-E-F-G-I-K-L,M77,F
A-B-E-F-G-I-K-L,M79,E
A-B-E-F-G-I-K-L,M80,K
A-B-E-F-G-I-K-L,M81,B
A-B-E-F-G-I-K-L,M82,I
A-B-E-F-G-I-K-L,M85,G
A-B-E-F-G-I-K-L,M87,L
A-B-E-F-G-I-J-L,M74,F
A-B-E-F-G-I-J-L,M77,G
A-B-E-F-G-I-J-L,M79,E
A-B-E-F-G-I-J-L,M80,I
A-B-E-F-G-I-J-L,M81,B
A-B-E-F-G-I-J-L,M82,A
A-B-E-F-G-I-J-L,M85,J
A-B-E-F-G-I-J-L,M87,L
A-B-E-F-G-I-J-K,M74,F
A-B-E-F-G-I-J-K,M77,G
A-B-E-F-G-I-J-K,M79,E
A-B-E-F-G-I-J-K,M80,K
A-B-E-F-G-I-J-K,M81,B
A-B-E-F-G-I-J-K,M82,A
A-B-E-F-G-I-J-K,M85,J
A-B-E-F-G-I-J-K,M87,I
A-B-E-F-G-H-K-L,M74,F
A-B-E-F-G-H-K-L,M77,H
A-B-E-F-G-H-K-L,M79,E
A-B-E-F-G-H-K-L,M80,K
A-B-E-F-G-H-K-L,M81,B
A-B-E-F-G-H-K-L,M82,A
A-B-E-F-G-H-K-L,M85,G
A-B-E-F-G-H-K-L,M87,L
A-B-E-F-G-H-J-L,M74,F
A-B-E-F-G-H-J-L,M77,G
A-B-E-F-G-H-J-L,M79,H
A-B-E-F-G-H-J-L,M80,E
A-B-E-F-G-H-J-L,M81,B
A-B-E-F-G-H-J-L,M82,A
A-B-E-F-G-H-J-L,M85,J
A-B-E-F-G-H-J-L,M87,L
A-B-E-F-G-H-J-K,M74,F
A-B-E-F-G-H-J-K,M77,G
A-B-E-F-G-H-J-K,M79,H
A-B-E-F-G-H-J-K,M80,K
A-B-E-F-G-H-J-K,M81,B
A-B-E-F-G-H-J-K,M82,A
A-B-E-F-G-H-J-K,M85,J
A-B-E-F-G-H-J-K,M87,E
A-B-E-F-G-H-I-L,M74,F
A-B-E-F-G-H-I-L,M77,H
A-B-E-F-G-H-I-L,M79,E
A-B-E-F-G-H-I-L,M80,I
A-B-E-F-G-H-I-L,M81,B
A-B-E-F-G-H-I-L,M82,A
A-B-E-F-G-H-I-L,M85,G
A-B-E-F-G-H-I-L,M87,L
A-B-E-F-G-H-I-K,M74,F
A-B-E-F-G-H-I-K,M77,H
A-B-E-F-G-H-I-K,M79,E
A-B-E-F-G-H-I-K,M80,K
A-B-E-F-G-H-I-K,M81,B
A-B-E-F-G-H-I-K,M82,A
A-B-E-F-G-H-I-K,M85,G
A-B-E-F-G-H-I-K,M87,I
A-B-E-F-G-H-I-J,M74,F
A-B-E-F-G-H-I-J,M77,G
A-B-E-F-G-H-I-J,M79,H
A-B-E-F-G-H-I-J,M80,I
A-B-E-F-G-H-I-J,M81,B
A-B-E-F-G-H-I-J,M82,A
A-B-E-F-G-H-I-J,M85,J
A-B-E-F-G-H-I-J,M87,E
A-B-D-H-I-J-K-L,M74,D
A-B-D-H-I-J-K-L,M77,H
A-B-D-H-I-J-K-L,M79,I
A-B-D-H-I-J-K-L,M80,K
A-B-D-H-I-J-K-L,M81,B
A-B-D-H-I-J-K-L,M82,A
A-B-D-H-I-J-K-L,M85,J
A-B-D-H-I-J-K-L,M87,L
A-B-D-G-I-J-K-L,M74,D
A-B-D-G-I-J-K-L,M77,G
A-B-D-G-I-J-K-L,M79,I
A-B-D-G-I-J-K-L,M80,K
A-B-D-G-I-J-K-L,M81,B
A-B-D-G-I-J-K-L,M82,A
A-B-D-G-I-J-K-L,M85,J
A-B-D-G-I-J-K-L,M87,L
A-B-D-G-H-J-K-L,M74,D
A-B-D-G-H-J-K-L,M77,G
A-B-D-G-H-J-K-L,M79,H
A-B-D-G-H-J-K-L,M80,K
A-B-D-G-H-J-K-L,M81,B
A-B-D-G-H-J-K-L,M82,A
A-B-D-G-H-J-K-L,M85,J
A-B-D-G-H-J-K-L,M87,L
A-B-D-G-H-I-K-L,M74,D
A-B-D-G-H-I-K-L,M77,H
A-B-D-G-H-I-K-L,M79,I
A-B-D-G-H-I-K-L,M80,K
A-B-D-G-H-I-K-L,M81,B
A-B-D-G-H-I-K-L,M82,A
A-B-D-G-H-I-K-L,M85,G
A-B-D-G-H-I-K-L,M87,L
A-B-D-G-H-I-J-L,M74,D
A-B-D-G-H-I-J-L,M77,G
A-B-D-G-H-I-J-L,M79,H
A-B-D-G-H-I-J-L,M80,I
A-B-D-G-H-I-J-L,M81,B
A-B-D-G-H-I-J-L,M82,A
A-B-D-G-H-I-J-L,M85,J
A-B-D-G-H-I-J-L,M87,L
A-B-D-G-H-I-J-K,M74,D
A-B-D-G-H-I-J-K,M77,G
A-B-D-G-H-I-J-K,M79,H
A-B-D-G-H-I-J-K,M80,K
A-B-D-G-H-I-J-K,M81,B
A-B-D-G-H-I-J-K,M82,A
A-B-D-G-H-I-J-K,M85,J
A-B-D-G-H-I-J-K,M87,I
A-B-D-F-I-J-K-L,M74,D
A-B-D-F-I-J-K-L,M77,F
A-B-D-F-I-J-K-L,M79,I
A-B-D-F-I-J-K-L,M80,K
A-B-D-F-I-J-K-L,M81,B
A-B-D-F-I-J-K-L,M82,A
A-B-D-F-I-J-K-L,M85,J
A-B-D-F-I-J-K-L,M87,L
A-B-D-F-H-J-K-L,M74,D
A-B-D-F-H-J-K-L,M77,F
A-B-D-F-H-J-K-L,M79,H
A-B-D-F-H-J-K-L,M80,K
A-B-D-F-H-J-K-L,M81,B
A-B-D-F-H-J-K-L,M82,A
A-B-D-F-H-J-K-L,M85,J
A-B-D-F-H-J-K-L,M87,L
A-B-D-F-H-I-K-L,M74,D
A-B-D-F-H-I-K-L,M77,F
A-B-D-F-H-I-K-L,M79,H
A-B-D-F-H-I-K-L,M80,K
A-B-D-F-H-I-K-L,M81,B
A-B-D-F-H-I-K-L,M82,A
A-B-D-F-H-I-K-L,M85,I
A-B-D-F-H-I-K-L,M87,L
A-B-D-F-H-I-J-L,M74,D
A-B-D-F-H-I-J-L,M77,F
A-B-D-F-H-I-J-L,M79,H
A-B-D-F-H-I-J-L,M80,I
A-B-D-F-H-I-J-L,M81,B
A-B-D-F-H-I-J-L,M82,A
A-B-D-F-H-I-J-L,M85,J
A-B-D-F-H-I-J-L,M87,L
A-B-D-F-H-I-J-K,M74,D
A-B-D-F-H-I-J-K,M77,F
A-B-D-F-H-I-J-K,M79,H
A-B-D-F-H-I-J-K,M80,K
A-B-D-F-H-I-J-K,M81,B
A-B-D-F-H-I-J-K,M82,A
A-B-D-F-H-I-J-K,M85,J
A-B-D-F-H-I-J-K,M87,I
A-B-D-F-G-J-K-L,M74,D
A-B-D-F-G-J-K-L,M77,G
A-B-D-F-G-J-K-L,M79,F
A-B-D-F-G-J-K-L,M80,K
A-B-D-F-G-J-K-L,M81,B
A-B-D-F-G-J-K-L,M82,A
A-B-D-F-G-J-K-L,M85,J
A-B-D-F-G-J-K-L,M87,L
A-B-D-F-G-I-K-L,M74,D
A-B-D-F-G-I-K-L,M77,F
A-B-D-F-G-I-K-L,M79,I
A-B-D-F-G-I-K-L,M80,K
A-B-D-F-G-I-K-L,M81,B
A-B-D-F-G-I-K-L,M82,A
A-B-D-F-G-I-K-L,M85,G
A-B-D-F-G-I-K-L,M87,L
A-B-D-F-G-I-J-L,M74,D
A-B-D-F-G-I-J-L,M77,G
A-B-D-F-G-I-J-L,M79,F
A-B-D-F-G-I-J-L,M80,I
A-B-D-F-G-I-J-L,M81,B
A-B-D-F-G-I-J-L,M82,A
A-B-D-F-G-I-J-L,M85,J
A-B-D-F-G-I-J-L,M87,L
A-B-D-F-G-I-J-K,M74,D
A-B-D-F-G-I-J-K,M77,G
A-B-D-F-G-I-J-K,M79,F
A-B-D-F-G-I-J-K,M80,K
A-B-D-F-G-I-J-K,M81,B
A-B-D-F-G-I-J-K,M82,A
A-B-D-F-G-I-J-K,M85,J
A-B-D-F-G-I-J-K,M87,I
A-B-D-F-G-H-K-L,M74,D
A-B-D-F-G-H-K-L,M77,F
A-B-D-F-G-H-K-L,M79,H
A-B-D-F-G-H-K-L,M80,K
A-B-D-F-G-H-K-L,M81,B
A-B-D-F-G-H-K-L,M82,A
A-B-D-F-G-H-K-L,M85,G
A-B-D-F-G-H-K-L,M87,L
A-B-D-F-G-H-J-L,M74,D
A-B-D-F-G-H-J-L,M77,F
A-B-D-F-G-H-J-L,M79,H
A-B-D-F-G-H-J-L,M80,J
A-B-D-F-G-H-J-L,M81,B
A-B-D-F-G-H-J-L,M82,A
A-B-D-F-G-H-J-L,M85,G
A-B-D-F-G-H-J-L,M87,L
A-B-D-F-G-H-J-K,M74,D
A-B-D-F-G-H-J-K,M77,F
A-B-D-F-G-H-J-K,M79,H
A-B-D-F-G-H-J-K,M80,K
A-B-D-F-G-H-J-K,M81,B
A-B-D-F-G-H-J-K,M82,A
A-B-D-F-G-H-J-K,M85,G
A-B-D-F-G-H-J-K,M87,J
A-B-D-F-G-H-I-L,M74,D
A-B-D-F-G-H-I-L,M77,F
A-B-D-F-G-H-I-L,M79,H
A-B-D-F-G-H-I-L,M80,I
A-B-D-F-G-H-I-L,M81,B
A-B-D-F-G-H-I-L,M82,A
A-B-D-F-G-H-I-L,M85,G
A-B-D-F-G-H-I-L,M87,L
A-B-D-F-G-H-I-K,M74,D
